spl_id,set_id,product_names,generic_names,manufacturer,appr_num,active_ingredients,routes,dosage_forms,market_categories,doc_type,revised_date,is_rld,is_rs
4d2844dd-7bf2-65b0-e063-6294a90a6a88,20516384-6517-48be-bd6e-718250878a76,Fluoxetine,Fluoxetine Hydrochloride,REMEDYREPACK INC.,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-16,0,0
4d26c515-0886-5b32-e063-6294a90a9ebb,2886b2ff-815f-4621-bc28-1fea082c1920,terbinafine hydrochloride,terbinafine hydrochloride,REMEDYREPACK INC.,ANDA078163,TERBINAFINE HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-16,0,0
4d1b8476-a9ab-067a-e063-6294a90a57c0,4d1b83db-54db-d51f-e063-6394a90a4a69,Olanzapine,Olanzapine,HEC Pharm USA Inc.,ANDA208146,OLANZAPINE,,"TABLET, ORALLY DISINTEGRATING",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-16,0,0
4d1a2742-47c3-9c75-e063-6294a90aca73,4bc96d0c-b484-3cee-e063-6294a90a9193,Celecoxib,Celecoxib,Avet Pharmaceuticals Inc.,ANDA211412,CELECOXIB,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-15,0,0
f29c53d8-6d87-41c0-b511-7c539466d583,d09a2eda-fdd8-44ed-8e2f-ea91ddfd3c68,Metformin Hydrochloride,Metformin Hydrochloride,MARKSANS PHARMA LIMITED,ANDA090295,METFORMIN HYDROCHLORIDE,,"TABLET, EXTENDED RELEASE",,Human Prescription Drug Label,2026-03-14,0,0
4cfac314-25b0-c9c4-e063-6394a90a85e2,d1d0872c-5b11-4e13-a401-b122348e0fa7,"Bupropion Hydrochloride

XL",Bupropion Hydrochloride,"Asclemed USA, Inc.",ANDA077715,BUPROPION HYDROCHLORIDE,,"TABLET, FILM COATED, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-14,0,0
9238fa88-0b56-4490-9846-d55a823636f7,e8a14922-7902-4d9f-8ba5-d91dccffed29,PYZCHIVA,ustekinumab-ttwe,SANDOZ INC,BLA761373,USTEKINUMAB,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
6d5c3c4f-28ef-4e53-9597-7497d7e042b0,f0604423-af02-46dd-b38b-8e0937517304,CINACALCET,CINACALCET,Bryant Ranch Prepack,ANDA208915,CINACALCET HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4cf007cf-ee50-ce69-e063-6394a90a971a,c8bf92c9-1bab-7985-e053-2995a90a0225,OmeprazoleDR,Omeprazole,"Advanced Rx Pharmacy of Tennessee, LLC",ANDA091672,OMEPRAZOLE,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ceff784-d22b-ca0b-e063-6294a90aa061,b354053c-cb83-79c6-e053-2a95a90afdbe,Rabeprazole SodiumDR,Rabeprazole Sodium,"Advanced Rx of Tennessee, LLC",ANDA208644,RABEPRAZOLE SODIUM,,"TABLET, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ceff67f-3d7e-b947-e063-6394a90a83e4,af9ce58c-3cd7-769f-e053-2a95a90a5385,Meloxicam,Meloxicam,"Advanced Rx of Tennessee, LLC",ANDA077927,MELOXICAM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ceff209-9877-7129-e063-6294a90a6fdc,af735f22-6d6c-6e1f-e053-2a95a90a3532,Ondansetron HCL,Ondansetron HCL,"Advanced Rx of Tennessee, LLC",ANDA078539,ONDANSETRON HYDROCHLORIDE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4cea88ac-1bb0-219b-e063-6394a90ab089,e830f488-c689-40f6-9351-f9c7454ff1ea,Olanzapine,Olanzapine,REMEDYREPACK INC.,ANDA090798,OLANZAPINE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ce97296-8459-d216-e063-6394a90a1f42,61eb57a9-5df2-4426-9f0c-a75e2f356b11,LEVETIRACETAM solution,LEVETIRACETAM,"Chartwell RX, LLC",ANDA090263,LEVETIRACETAM,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ce9560d-185c-1e28-e063-6294a90af77f,62de7345-613b-4838-96e5-aceca3cea6b2,ATMEKSI,methocarbamol,Rosemont Pharmaceuticals LLC,NDA219843,METHOCARBAMOL,,SUSPENSION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,1,1
4ce95252-8c9b-2246-e063-6294a90a8b25,d8ddcec5-debe-42b4-a803-e65917cc6a54,"OZOBAX
DS",Baclofen,Rosemont Pharmaceuticals LLC,NDA208193,BACLOFEN,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,1,1
4ce7cec6-a460-e609-e063-6294a90a4b9b,d57720ab-9f83-4da9-a57f-0d55e00a605c,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,REMEDYREPACK INC.,ANDA090548,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ce1b041-796d-e285-e063-6394a90afdba,4ce1c1ef-bc9a-1397-e063-6294a90a3bda,METOPROLOL TARTRATE,METOPROLOL TARTRATE,Redpharm Drug,ANDA200981,METOPROLOL TARTRATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
4ce18ed1-a825-c596-e063-6394a90a7192,b857eccf-b9ff-45ba-8241-f47f5caada2a,Metformin ER  500 mg; Metformin ER 750 mg,Metformin ER  500 mg; Metformin ER 750 mg,Granules India Ltd,ANDA209313,METFORMIN HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
3539e475-18c8-423e-89b3-048879e60f56,bef27fa1-7876-4ce3-834c-a4855aec66c9,Citalopram,Citalopram,Bryant Ranch Prepack,ANDA078216,CITALOPRAM HYDROBROMIDE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-13,0,0
8143c6b3-7c13-4abe-af2a-23fbe3e6d48a,8709cbe7-3de1-4908-a0a9-53002bcee15b,Celecoxib,Celecoxib,"ScieGen Pharmaceuticals, Inc.",ANDA205129,CELECOXIB,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,0
4cdbdd89-28f0-149b-e063-6394a90aa445,4cdbfc5d-2572-39b0-e063-6394a90af5f2,METOPROLOL TARTRATE,METOPROLOL TARTRATE,"PD-Rx Pharmaceuticals, Inc.",ANDA200981,METOPROLOL TARTRATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,0
4cd77f47-a8ee-d06d-e063-6394a90a5661,59084f59-9a9b-49f0-a9f4-27f3eab9a228,Tizanidine,Tizanidine,REMEDYREPACK INC.,ANDA076286,TIZANIDINE HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,0
4cd5cd7e-84c7-c8d8-e063-6294a90aa736,3f1c3083-91d1-488c-ad07-b198fda21da6,Warfarin Sodium,Warfarin Sodium,REMEDYREPACK INC.,ANDA040616,WARFARIN SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,1
4cd5394f-5f36-4207-e063-6394a90a76f4,c4358ba7-1bf8-4b0a-9407-5ac279d04555,ALENDRONATE SODIUM,Alendronate sodium,REMEDYREPACK INC.,ANDA076768,ALENDRONATE SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,0
44534c80-f9dc-4e97-82b1-c8fbebb2b21f,14191e0d-8219-4f6e-b808-09c4804a8262,ziprasidone hydrochloride,ziprasidone hydrochloride,Bryant Ranch Prepack,ANDA077565,ZIPRASIDONE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-12,0,0
b033fa24-c823-44d0-9dda-1ca2a223fb2d,77fb1898-871f-489f-bc0b-933dd08a9bc4,METOPROLOL TARTRATE,METOPROLOL TARTRATE,Bryant Ranch Prepack,ANDA200981,METOPROLOL TARTRATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc65188-16cc-8814-e063-6394a90a0fc8,e07af8c9-559c-5a93-e053-2a95a90a2c63,Omeprazole,Omeprazole,"NuCare Pharmaceuticals,Inc.",ANDA078490,OMEPRAZOLE,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc4b32a-0db0-e922-e063-6294a90ab8cd,b3723265-7455-c25c-e053-2a95a90a379b,Trazodone Hydrochloride,Trazodone Hydrochloride,AvKARE,ANDA071523,TRAZODONE HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc2fbda-eb50-c09c-e063-6394a90a9315,9c68f89b-1d34-4735-9631-817f012935d7,Escitalopram Oxalate,Escitalopram,"Legacy Pharmaceutical Packaging, LLC",ANDA078604,ESCITALOPRAM OXALATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc2d6e0-aacc-1617-e063-6294a90afd78,3e7efad7-2752-4f7d-ba30-40f17d13e4c3,Metaxalone,Metaxalone,Sportpharm LLC,ANDA204770,METAXALONE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc29310-2a31-9e2e-e063-6294a90a8e5d,bd86b293-dab9-4d37-95eb-2bffca335d16,Sertraline Hydrochloride,Sertraline Hydrochloride,"Legacy Pharmaceutical Packaging, LLC",ANDA077397,SERTRALINE HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
4cc25d36-a09a-4f23-e063-6294a90a665d,b51da8d7-ab4a-4c40-97c9-88bd379366d1,Metformin hydrochloride,Metformin hydrochloride,"Legacy Pharmaceutical Packaging, LLC",ANDA090564,METFORMIN HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,1
3bb5d006-f98d-43e3-8884-14cb5c367db9,245fc49d-609e-4431-b8fa-668b39d12ec2,Ropinirole,Ropinirole,Bryant Ranch Prepack,ANDA079229,ROPINIROLE HYDROCHLORIDE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-11,0,0
ed08de98-fda5-455e-94b3-79ebf1c046cd,d4c5fead-bc4a-fb02-e053-2a95a90ae4fc,Recorlev,Levoketoconazole,"Xeris Pharmaceuticals, Inc.",NDA214133,LEVOKETOCONAZOLE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,1,1
ab939570-1437-4742-952e-a93d011d0c05,c971b50d-0f78-422f-abee-1c5b4e1d20e7,divalproex sodium,divalproex sodium,Bryant Ranch Prepack,ANDA078853,DIVALPROEX SODIUM,,"TABLET, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,0,0
4cc66165-6578-6735-e063-6294a90ac4c8,4cc6615b-5447-9c0e-e063-6394a90a2883,RELGAABI,Gabapentin,"Method Pharmaceuticals, LLC",ANDA204989,GABAPENTIN,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,0,0
4cb196aa-25b1-0452-e063-6394a90a5ebf,5dc20c8f-0d8f-400c-b850-fe1b7e3e75e3,Fluoxetine,Fluoxetine,"PD-Rx Pharmaceuticals, Inc.",ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,0,0
4cb0eea7-6bbc-aef8-e063-6294a90a7887,6a85ad01-8144-4d9c-e053-2991aa0a4f85,Sirolimus,Sirolimus,AvPAK,ANDA201578,SIROLIMUS,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,0,0
4caa848e-675a-3a63-e063-6294a90ad28a,c1d1726f-75c6-4c07-b5ff-565c4c4ca904,Metoprolol Succinate,Metoprolol Succinate,REMEDYREPACK INC.,ANDA207206,METOPROLOL TARTRATE,,"TABLET, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-10,0,0
adbe8233-4bc1-41ee-8ef7-870ae3e369c4,edb0919d-cbf1-4968-b0eb-342aa811c2ce,SILDENAFIL CITRATE,SILDENAFIL,Bryant Ranch Prepack,ANDA091448,SILDENAFIL CITRATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
aa521933-950a-441b-9146-93e479a4dde7,e3bca36b-29ed-4a2b-a1be-a57b6af805f6,Everolimus,Everolimus,"Teva Pharmaceuticals USA, Inc.",ANDA210050,EVEROLIMUS,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
94b5c770-9085-490d-a39c-5c9f8c659118,043b28cc-ce5c-4351-a646-704c381decb9,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,"Glenmark Pharmaceuticals Inc., USA",ANDA219883,ROPIVACAINE HYDROCHLORIDE,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
64c3d286-0b83-47f5-bd49-500ddf9dd76a,367d508b-3226-42a9-8dc6-f67cdc9979f3,Morphine Sulfate,Morphine Sulfate,Bryant Ranch Prepack,ANDA203518,MORPHINE SULFATE,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
53aa93ba-50da-4a40-ad22-144828245c9c,309aeb1b-8022-4df7-8194-ae6529e3395c,Rocuronium Bromide,Rocuronium Bromide,"Hospira, Inc.",ANDA078519,ROCURONIUM BROMIDE,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
4e01be19-15cd-4b8f-bbae-158c27b556f3,79591576-1eab-48c5-b0a6-e205b3cc097e,Fluocinolone AcetonideOil,Fluocinolone Acetonide,"Rising Pharma Holdings, Inc.",ANDA203378,FLUOCINOLONE ACETONIDE,,OIL,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
4c082ad1-65d7-7db1-e063-6394a90a3f8e,e68c9b18-e7fd-45f7-a8f5-1d815e32680b,Carvedilol,Carvedilol,BluePoint Laboratories,ANDA077614,CARVEDILOL,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-09,0,0
546a047c-1faf-4751-9e48-079e4c35b6fa,ce5db1c2-feb1-4ad2-847a-d02e865bd47e,Fentanyl Citrate,Fentanyl Citrate,Hikma Pharmaceuticals USA Inc.,NDA019101,FENTANYL CITRATE,,INJECTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-06,1,1
4c607f76-42b3-1152-e063-6394a90a6648,3609727e-21e1-4e39-b158-ec3518a3ff09,Zyprexa,OLANZAPINE,UNITAX-Pharmalogistik GmbH,NDA020592,OLANZAPINE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-06,1,1
4c557545-1a58-5183-e063-6394a90a1028,e6ffcc56-63f9-4b12-a07a-c6177ffef5e8,OLANZAPINE,OLANZAPINE,Anthea Pharma Private Limited,ANDA220323,OLANZAPINE,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-06,0,0
8d94d098-d4f5-488c-8cc9-d21f32b727ec,3ea7612b-b004-43ef-accc-34c8ec5146b8,TADALAFIL,TADALAFIL,Torrent Pharmaceuticals Limited,ANDA211839,TADALAFIL,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-05,0,0
658f69a4-7121-43a9-8933-22a082740593,918df93d-e033-4419-adcc-e21655ef8158,Phentermine and topiramate,Phentermine and topiramate,"Teva Pharmaceuticals, Inc.",ANDA204982,TOPIRAMATE; PHENTERMINE HYDROCHLORIDE,,"CAPSULE, EXTENDED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-05,0,0
54e61f27-1a30-4d62-8709-f7fe4023eb0f,df43938a-3469-40eb-8166-f0a2fd29d6d8,Olanzapine,Olanzapine,Macleods Pharmaceuticals Limited,ANDA203044,OLANZAPINE,,"TABLET, ORALLY DISINTEGRATING",,Human Prescription Drug Label,2026-03-05,0,0
4f9fe058-fa71-4b85-9bad-482ade6b085e,4d768cfe-3b20-4127-95b9-b4151b28afcc,Olanzapine,Olanzapine,Aurobindo Pharma Limited,ANDA203708,OLANZAPINE,,"TABLET, ORALLY DISINTEGRATING",,Human Prescription Drug Label,2026-03-05,0,0
4c53221b-7a21-9531-e063-6294a90a9ac4,a0f728b6-2cc6-cb65-e053-2a95a90ab142,TADALAFIL,Tadalafil,HEC Pharm USA Inc.,ANDA211335,TADALAFIL,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-05,0,0
4c4c38ea-a1f1-7419-e063-6294a90a6e55,d33ad329-1ca6-ac2e-e053-2995a90a15c5,Fenoprofen Calcium,Fenoprofen Calcium,"Misemer Pharmaceuticals, Inc.",NDA017604,FENOPROFEN CALCIUM,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-05,1,0
2b861570-6b18-4b2b-89aa-29ebde7770f5,8e095987-bdea-42f2-9550-c7155cf07d30,Olanzapine,Olanzapine,Macleods Pharmaceuticals Limited,ANDA202862,OLANZAPINE,,"TABLET, FILM COATED",,Human Prescription Drug Label,2026-03-05,0,0
1d0520f1-bf08-4def-a715-2ab45a18393e,64bf0c71-2113-47dc-8ce5-7fe535e558dc,Dichlorphenamide,Dichlorphenamide,Torrent pharmaceuticals limited,ANDA215924,DICHLORPHENAMIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-05,0,0
ca74bdef-8c1f-4919-a7e9-a7655953b3af,35743510-728d-407b-b501-cf019665cd35,Ropivacaine Hydrochloride,Ropivacaine Hydrochloride,Hikma Pharmaceuticals USA Inc.,ANDA214074,ROPIVACAINE HYDROCHLORIDE,,INJECTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-04,0,0
b39a45b9-3b3d-4719-8dfe-da16fd55ac10,ca67b379-f8b3-4d35-bf8a-235ecd4c4211,Dexmedetomidine Hydrochloride,Dexmedetomidine Hydrochloride,Hikma Pharmaceuticals USA Inc.,ANDA206407,DEXMEDETOMIDINE HYDROCHLORIDE,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-04,0,0
4c3ae8f1-8e81-9548-e063-6294a90a7a87,4c3ae824-48a9-fd91-e063-6394a90a9a54,Metaxalone,Metaxalone,AvKARE,ANDA203399,METAXALONE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-04,0,1
4c362542-247a-50f1-e063-6394a90a5065,b117b981-476c-f9b8-e053-2995a90aee5f,Riluzole,riluzole,AvKARE,ANDA206045,RILUZOLE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-04,0,0
1d9a10b4-dc2b-4d58-902a-f202535f4b11,e2fac28d-ad91-4cdc-a003-9fdeac073f76,ALENDRONATE SODIUM,Alendronate sodium,Cipla USA Inc.,ANDA076768,ALENDRONATE SODIUM,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-04,0,0
f4b36b1c-e321-4405-b0ab-0289769d9b34,5bb502aa-014f-4a36-8972-42a9439168fe,REZENOPY,naloxone HCl,Scienture LLC,NDA215487,NALOXONE HYDROCHLORIDE,,SPRAY,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,1,1
d6b8655a-04b5-46af-a453-0bf3fa8b8b25,6045ed5a-5d2c-4f17-aaba-458fbf87e85c,Rocuronium,Rocuronium,Bryant Ranch Prepack,ANDA210437,ROCURONIUM BROMIDE,,"INJECTION, SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
5d7ed2f1-41a5-41ac-9bf5-ffaf0078ffe4,48c86164-de07-4041-b9dc-f2b5744714e5,Comirnaty,"COVID-19 Vaccine, mRNA",Pfizer Laboratories Div Pfizer Inc,BLA125742,BNT162b2 Omicron (LP.8.1),,"INJECTION, SUSPENSION",,VACCINE LABEL,2026-03-03,0,0
5a7a78a3-12b4-43f9-9212-fc7db56ca3f3,ef0658c3-9c6b-4705-89d8-cf0644c80fcb,CLOTIC (clotrimazole) otic solution,clotrimazole,"Carwin Pharmaceutical Associates, LLC",NDA217628,CLOTRIMAZOLE,,LIQUID,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,1,1
4c25c053-eadd-e346-e063-6394a90afe42,4c25c106-b5ca-079f-e063-6394a90a4978,Naproxen and esomeprazole magnesium,Naproxen and esomeprazole magnesium,PHOENIX RX LLC,ANDA217738,ESOMEPRAZOLE MAGNESIUM; NAPROXEN,,"TABLET, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
4c222d2c-813c-5520-e063-6294a90affe6,b07f9eab-44ac-4667-bd46-52d736daa5d6,Fluoxetine,Fluoxetine,"Legacy Pharmaceutical Packaging, LLC",ANDA076001,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
4c22179c-cc92-d714-e063-6394a90a2d40,cc88fbdc-546e-332f-e053-2995a90a8ca7,Famotidine,Famotidine,"Legacy Pharmaceutical Packaging, LLC",ANDA075718,FAMOTIDINE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
4c21fe89-421c-249a-e063-6294a90aad2c,53de10a5-dbd0-413d-90e5-00a1920ec391,Clopidogrel,Clopidogrel Bisulfate,"Legacy Pharmaceutical Packaging, LLC",ANDA090540,CLOPIDOGREL BISULFATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
4c219dee-9f8c-6c56-e063-6294a90accf8,215ef2cb-d5b6-43d5-bbd5-195ec57cde2b,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,"Legacy Pharmaceutical Packaging, LLC",ANDA078552,AMLODIPINE BESYLATE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
4c20479c-d75a-a0c7-e063-6394a90a9e59,a17563f2-d231-4385-bc94-0217be78b89d,Ethyol,Amifostine,Legacy Pharma USA Inc.,NDA020221,AMIFOSTINE,,INJECTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,1,0
3c0006ae-e263-40a5-a8bc-ab5a20b7858d,f43c087a-7135-4a79-8463-fe5e9319da91,glyburide-metformin hydrochloride,glyburide-metformin hydrochloride,A-S Medication Solutions,ANDA079009,GLYBURIDE; METFORMIN HYDROCHLORIDE,,TABLET,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
277a0748-cb35-429b-85fc-1f31c38c93db,6a945fa8-6c62-40ba-ae97-b994cc90583e,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,Torrent Pharmaceuticals Limited,ANDA215891,DICLOFENAC POTASSIUM,,"POWDER, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-03,0,0
15a88e56-20f2-49f8-96b5-56567af7922c,2c8970ad-2266-4653-b7eb-4c79ba926d89,Fluoxetine,Fluoxetine,A-S Medication Solutions,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,Human Prescription Drug Label,2026-03-03,0,0
fe36a9a7-13d0-f4f1-1e31-b35cf651b79d,40a75dc7-49b7-5c9d-6c5f-d4682ec6922e,Omeprazole,Omeprazole,NorthStar Rx LLC,ANDA078490,Omeprazole,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
f1486ef8-90b8-4f9f-ba25-0a4db8475fb5,096e9438-2bed-434b-aa56-a6d55471fef1,Fluoxetine,Fluoxetine,A-S Medication Solutions,ANDA078619,FLUOXETINE HYDROCHLORIDE,,CAPSULE,,Human Prescription Drug Label,2026-03-02,0,0
b8804a81-4e73-4c0e-b8bf-874e63e35eb2,d1b9e56b-1632-4450-b1ca-d8bcbba3fd7c,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Bryant Ranch Prepack,ANDA205519,ATORVASTATIN CALCIUM TRIHYDRATE,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
b6e6a69c-e11e-4eb7-9340-4eb92255f400,dee932c5-0c7c-45f0-b2bb-c027badee537,Pomalidomide,Pomalidomide,"Teva Pharmaceuticals, Inc.",ANDA209956,POMALIDOMIDE,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
ac791850-702b-4495-9ff5-499c7b054c79,ed6624a9-0b73-4a21-bf13-a8add2081d02,Voriconazole,Voriconazole,Amneal Pharmaceuticals LLC,ANDA205034,VORICONAZOLE,,"POWDER, FOR SUSPENSION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
8ebe8fd4-472a-4fb0-3a62-4bb87eb0381d,603d2d06-c5e8-4378-a422-8dca1a410af7,Omeprazole,Omeprazole,Dr. Reddy's Laboratories Limited,ANDA078490,Omeprazole,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
4c11a69a-2fb8-368d-e063-6394a90aa09d,db529b54-2ac7-4020-9791-7333bbe6c90f,ZIOPTAN,Tafluprost,Thea Pharma Inc.,NDA202514,TAFLUPROST,,SOLUTION/ DROPS,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,1,1
4c118bb8-d003-3029-e063-6394a90a7d36,c84a2241-6c05-480f-8a5b-049e08c27d73,Hydroxyurea,Hydroxyurea,American Health Packaging,ANDA075340,HYDROXYUREA,,CAPSULE,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
4c0e1356-d150-cfb4-e063-6294a90acd27,4c0e1356-d14f-cfb4-e063-6294a90acd27,DESMODA,Desmopressin Acetate Oral Solution,"Eton Pharmaceuticals, Inc.",NDA219873,DESMOPRESSIN ACETATE,,SOLUTION,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,1,1
4c0ce94a-ac88-c431-e063-6394a90ae9b2,4c0cf466-f9e8-390e-e063-6294a90a2ed8,Omeprazole,Omeprazole,ST. MARY'S MEDICAL PARK PHARMACY,ANDA078490,OMEPRAZOLE,,"CAPSULE, DELAYED RELEASE",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
4b8493ea-0ce4-6949-e063-6294a90a8861,242759ef-cb6d-4e3e-9f8d-5e31efa1f289,Fentanyl system,Fentanyl,ALVOGEN,ANDA202097,FENTANYL,,PATCH,,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
03750616-5c88-729a-215e-3d796f8ba6a8,b90f2e5b-10b8-29a7-0360-31bd0dae0ec2,Risedronate Sodium,Risedronate Sodium,Apotex Corp.,ANDA090877,RISEDRONATE SODIUM,,"TABLET, FILM COATED",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-02,0,0
9e02e2b0-cac8-4917-ad26-6d70e86f1b30,e9ac2bd3-dbff-4b1a-952f-da3909c6e4ee,Olanzapine,Olanzapine,"American Regent, Inc.",ANDA201741,OLANZAPINE,,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,HUMAN PRESCRIPTION DRUG LABEL,2026-03-01,0,0
